title,harga,alamat,parkir motor,kamar tidur,kamar mandi,jmlh lantai,luas bangunan,luas tanah
rumah onegate 4 kamar furnished di taman giri jimbaran kuta bali,1900000000.0,"TAMAN GIRI JIMBARAN JIMBARAN, BADUNG",10.0,4.0,3.0,2.0,150.0,100.0
rumah semi villa puri gading,1500000000.0,"JALAN PURI GADING JIMBARAN, BADUNG",4.0,3.0,2.0,1.0,85.0,100.0
rumah mewah 2 lantai di jimbaran bali,2300000000.0,"JIMBARAN, BADUNG",4.0,4.0,4.0,2.0,146.0,149.0
"dijual rumah 2 lantai type 160/100 dibawah harga pasaran, kondisi full",1200000000.0,"JIMBARAN, BADUNG",4.0,3.0,3.0,2.0,160.0,100.0
rumah bagus minimalis taman griya jimbaran bali,1300000000.0,"JIMBARAN, BADUNG",6.0,2.0,2.0,2.0,110.0,72.0
rumah cluster elit tabanan,635000000.0,"JLN RAYA BY PAS DENPASAR GILIMANUK TABANAN, TABANAN",20.0,2.0,1.0,1.0,50.0,93.0
rumah asri view sawah 20 mnt dari canggu,580000000.0,"LESTARI NYITDAH RESIDENCE NO 12 KEDIRI, TABANAN",4.0,1.0,1.0,1.0,41.0,70.0
rumah tabanan rumah bongan rumah murah,425000000.0,"KARANG TEDUH RESIDENCE BONGAN, TABANAN",20.0,2.0,1.0,1.0,40.0,90.0
rumah nuansa hotel berkelas hanya 800 jutaan di tabanan bali,800000000.0,"KEDIRI KEDIRI, TABANAN",10.0,2.0,1.0,2.0,98.0,100.0
rumah dekat pantai bali canggu bisa kpr dp bisa dicicil,2500000000.0,"KEDIRI, TABANAN",4.0,2.0,2.0,2.0,76.0,105.0
rumah dua lantai minimalis lokasi tabanan,750000000.0,"TABANAN, TABANAN",8.0,3.0,2.0,2.0,168.0,100.0
rumah bali dekat pantai 1 bedroom,2215740132.0,TABANAN,10.0,1.0,1.0,1.0,68.0,105.0
rumah view sawah,850000000.0,"LESTARI NYITDAH RESIDENCE KEDIRI, TABANAN",8.0,2.0,2.0,2.0,63.0,75.0
rumah bali dekat pantai,2934109700.0,"KEDIRI, TABANAN",10.0,2.0,2.0,1.0,76.0,105.0
rumah bali dekat pantai,2215740132.0,"KEDIRI, TABANAN",10.0,1.0,2.0,1.0,68.0,105.0
rumah tabanan bali dekat pantai,4938322323.0,"KEDIRI, TABANAN",20.0,3.0,3.0,1.0,125.0,200.0
dijual rumah inden di kediri tabanan,999000000.0,"KEDIRI, TABANAN, BALI KEDIRI, TABANAN",20.0,2.0,2.0,1.0,60.0,130.0
dijual cepat rumah di tabanan kota,450000000.0,"TABANAN, BALI TABANAN, TABANAN",4.0,3.0,1.0,1.0,80.0,95.0
di jual rumah elite di belakang kfc tabanan,551000000.0,"KEDIRI, TABANAN",4.0,2.0,1.0,1.0,36.0,70.0
rumah murah di kota tabanan,295000000.0,"KEDIRI, TABANAN",10.0,2.0,1.0,1.0,30.0,60.0
"rumah minimalis dijual area dauh peken, tabanan",700000000.0,"DAUH PEKEN, TABANAN",20.0,3.0,2.0,1.0,76.0,150.0
perumahan mumbu residence tabanan bali,345000000.0,"KERAMBITAN, TABANAN",20.0,2.0,1.0,1.0,36.0,100.0
rumah subsidi di tabanan-bali,178000000.0,"KERAMBITAN, TABANAN",10.0,2.0,1.0,1.0,30.0,60.0
rumah cluster view sawah asri nyitdah kediri tabanan,435000000.0,"JALAN PANTAI KEDUNGU KEDIRI TABANAN BALI KEDIRI, TABANAN",20.0,2.0,1.0,1.0,45.0,85.0
rumah second di jual siap huni chandra asri residence tabanan,350000000.0,"JALAN MELILING KERAMBITAN TABANAN BALI KERAMBITAN, TABANAN",4.0,2.0,1.0,1.0,45.0,84.0
id:cr-16 for sale jual rumah tabanan bali near canggu ciputra beach resort,950000000.0,"JALAN BUAHAN TABANAN BALI TABANAN, TABANAN",10.0,3.0,3.0,1.0,120.0,140.0
perumahan mumbu residence tabanan bali,365000000.0,"KERAMBITAN, TABANAN",20.0,2.0,1.0,1.0,45.0,100.0
rumah mewah siap huni di delod puri kediri tabanan. depan smp 1 kediri tersedia type 45/70m² 2 kamar tidur 1 kamar mandi harga 425jt bonus pelinggih kitchen set kompor tanam mini bar kanopi gerbang garage batu sikat free biaya pajak info lebih lanjut,425000000.0,"KEDIRI, TABANAN",8.0,2.0,1.0,2.0,75.0,70.0
rumah elegan asri dekat canggu dan tanah lot kediri tabanan,397001000.0,"JALAN PANTAI KEDUNGU KEDIRI, TABANAN",10.0,2.0,1.0,1.0,45.0,70.0
"jual rumah 2 lantai, luas 1,4 are, lokasi tabanan  utara rs. umum ",700000000.0,"TABANAN, INDONESIA DENBANTAS, TABANAN",8.0,3.0,1.0,2.0,160.0,140.0
jual rumah tabanan bali,425000000.0,"THE GRIYA LOKA TABANAN TABANAN, TABANAN",20.0,2.0,1.0,1.0,45.0,91.0
rumah siap huni 450jt dekat rs nyitdah kediri tabanan bali,450000000.0,"JL RAYA NYITDAH KEDIRI TABANAN BALI KEDIRI, TABANAN",4.0,2.0,1.0,1.0,50.0,85.0
rumah minimalis lantai 1 berlokasi cepaka - munggu dkt canggu bali,399000000.0,"CEPAKA MUNGGU KEDIRI, TABANAN",10.0,2.0,1.0,1.0,45.0,80.0
rumah siap huni kediri tabanan dekat rs kasih ibu,700000000.0,"JALAN MALUKU KEDIRI TABANAN BALI KEDIRI, TABANAN",10.0,3.0,2.0,2.0,168.0,100.0
rumah siap huni di kediri tabanan,585000000.0,"NYITDAH, TABANAN",4.0,3.0,2.0,1.0,58.0,100.0
jual rumah murah sebelum disita bank di tabanan bali,375000000.0,"JALAN RAJAWALI, TABANAN, INDONESIA DAUH PEKEN, TABANAN",4.0,3.0,1.0,1.0,60.0,100.0
rumah lantai 2 dg konsep villa di area kediri tabanan bali,1300000000.0,"KEDIRI, TABANAN",4.0,3.0,2.0,2.0,190.0,200.0
rumah nyaman dekat canggu & denpasar,450000000.0,"KEDIRI, TABANAN",10.0,2.0,1.0,1.0,42.0,70.0
rumah baru siap huni view sawah dan sungai dekat pantai soka tabanan bali,325000000.0,"MEGATI SELEMADEG, TABANAN",20.0,2.0,1.0,1.0,45.0,113.0
bikin betah rumah jl batukaru wanasari tabanan bali,425000000.0,"JALAN G BATUKARU & JALAN GUNUNG BATUKARU WANASARI, TABANAN 82119, INDONESIA WANASARI, TABANAN",20.0,2.0,1.0,1.0,45.0,90.0
rumah 1lt perum sastra loka yeh gangga tabanan kota,430000000.0,"GUBUG, TABANAN",4.0,2.0,1.0,1.0,47.0,86.0
dijual rumah kemuning br sema kediri tabanan,700000000.0,"KEDIRI, TABANAN",10.0,2.0,1.0,1.0,70.0,105.0
rumah tanah 1 are di tabanan,480000000.0,"KEDIRI, TABANAN",20.0,2.0,1.0,1.0,42.0,100.0
dijual rumah di kedunggu,600000000.0,"TANAH LOT, TABANAN",4.0,3.0,2.0,1.0,65.0,100.0
dijual perumahaan murah denbatas tabanan bali,325000000.0,"INDONESIA, TABANAN, TABANAN DENBANTAS, TABANAN",10.0,2.0,1.0,1.0,40.0,70.0
rumah strategis tanpa dp akses 10 meter terintegrasi jalan tol jkb,395000000.0,"JALAN CEMPAKA KUNING, TABANAN 82161, INDONESIA TABANAN, TABANAN",4.0,2.0,2.0,1.0,55.0,60.0
rumah minimalis di sanggulan kediri tabanan,320400000.0,"KEDIRI, TABANAN, KEDIRI, BALI, 08351, INDONESIA KEDIRI, TABANAN",4.0,2.0,1.0,1.0,42.0,82.0
"rumah kuwum asri-marga, tabanan",310000000.0,"TABANAN, TABANAN",10.0,2.0,1.0,1.0,40.0,60.0
balikubu | ams-013 jual bl rumah 2 kamar di perumahan griya loka tabanan,425000000.0,"PERUM GRIYA LOKA KERAMBITAN TABANAN KERAMBITAN, TABANAN",20.0,2.0,1.0,1.0,36.0,90.0
dijual rumah view sawah dekat canggu bali,435000000.0,"KEDIRI, TABANAN",10.0,2.0,1.0,1.0,40.0,70.0
rumah minimalis lingkungan perumahan asri dan sejuk,490000000.0,"PERUM ADITYA SENTANA RESIDENCE BATUAJI, TABANAN",4.0,2.0,1.0,1.0,55.0,80.0
"perumahan terbaik di central tabanan ,tanpa dp",325000000.0,"JLN RAYA YEH GANGGA GUBUG, TABANAN",10.0,2.0,1.0,1.0,36.0,60.0
terbaru rumah strategis dekat canggu terbaik,485000000.0,"KEDIRI, TABANAN",4.0,2.0,1.0,1.0,36.0,71.0
"for sale rumah impian di bali ,tanpa dp cicilan 2,5jtan",435000000.0,"TABANAN, TABANAN",4.0,3.0,2.0,1.0,60.0,65.0
rumah murah dekat patung sukarno tabanan (jtab7),750000000.0,"KEDIRI, TABANAN",10.0,3.0,2.0,2.0,160.0,100.0
rumah baru dekat obyek wisata tanah lot dan canggu bali,395000000.0,"JLN TARUNA JAYA, KEDIRI, TABANAN, BALI KEDIRI, TABANAN",10.0,2.0,1.0,1.0,42.0,70.0
perumahan stana residence tabanan,350000000.0,"BONGAN, TABANAN",20.0,2.0,1.0,1.0,30.0,72.0
"jadihill residence sanggulan tabanan,rumah idaman,murah,promo 250 jtan,dp 2jtan",250000000.0,"JL TUKAD YEH HO SANGGULAN TABANA BALI TABANAN, TABANAN",10.0,2.0,1.0,1.0,30.0,60.0
rumah murah cicilan 1 juta,168000000.0,"BANJAR ANYAR, KEDIRI, TABANAN REGENCY, BALI 82121 KEDIRI, TABANAN",10.0,2.0,1.0,1.0,25.0,60.0
"kamasan river view tabanan bali,rumah impian,295 jt,dp0%free pajak,ajb,",295000000.0,"JL UTAMA MAJAPAHIT TABANAN BALI 82121 TABANAN, TABANAN",10.0,2.0,1.0,1.0,30.0,60.0
"dijual rumah di daerah tabanan, bali",547000000.0,"PERUM. PONDOK DEWATA RESIDENCE, DESA PANDAK BANDUNG, KECAMATAN KEDIRI, KABUPATEN TABANAN, PROVINSI BALI KEDIRI, TABANAN",20.0,2.0,1.0,1.0,50.0,100.0
rumah semi villa owner buc,1100000000.0,"JL. RAYA TANA LOT PERUMAHAN PNDAK RCIDENT KEDIRI, TABANAN",20.0,3.0,2.0,1.0,200.0,250.0
jual rumah 3 kamar dekat smp 1 kediri tabanan bali,430000000.0,"KEDIRI TABANAN BALI KEDIRI, TABANAN",10.0,3.0,1.0,1.0,54.0,83.0
"rumah bersih dan terawat di tanah lot, tabanan",390000000.0,"TANAH LOT, TABANAN",4.0,2.0,1.0,1.0,45.0,84.0
do 056 for sale rumah murah di kawasan kediri tabanan,800000000.0,"TABANAN, INDONESIA TABANAN, TABANAN",10.0,3.0,2.0,2.0,168.0,100.0
lihat rumah dengan lokasi ideal di bali dengan dp 0%,395000000.0,"BATUAJI, TABANAN",4.0,2.0,2.0,1.0,55.0,60.0
jual rumah dan tanah kavling tabanan bali,185000000.0,"KEDIRI KEDIRI, TABANAN",20.0,2.0,1.0,1.0,36.0,100.0
"dijual rumah indent murah view sungai strategis mulai 300 jtan bongan,",385000000.0,"BONGAN, TABANAN",4.0,2.0,1.0,1.0,45.0,70.0
wow murah banget ‼️ rumah dekat canggu cuma 250jt,250000000.0,"KEDIRI, TABANAN",8.0,2.0,1.0,2.0,50.0,30.0
rumah minimalis dekat mcd tabanan bali,590000000.0,"KEDIRI, TABANAN",20.0,2.0,1.0,1.0,55.0,100.0
dijual rumah di pesiapan kota tabanan bali dekat jl by pass soekarno,450000000.0,"DAUH PEKEN, TABANAN",10.0,2.0,1.0,1.0,36.0,72.0
rumah 2 lantai murah di kota tabanan harga nego,720000000.0,"JL. NAKULA TABANAN, TABANAN",8.0,3.0,2.0,2.0,168.0,100.0
"dijual rumah inden minimalis 1 lantai di kutuh, tabanan",325000000.0,"KEDIRI, TABANAN",4.0,2.0,1.0,1.0,40.0,80.0
for sale rumah elegan murah dekat canggu dan tanah lot,397000000.0,"JALAN PANTAI KEDUNGU KEDIRI TABANAN BALI KEDIRI, TABANAN",10.0,2.0,1.0,1.0,45.0,70.0
perumahan taman pesona,196000000.0,"KERAMBITAN, TABANAN",10.0,2.0,1.0,1.0,30.0,65.0
dijual rumah eksklusive free pajak dan kanopi mulai 300 jtan di kediri,335000000.0,"KEDIRI, TABANAN",4.0,2.0,1.0,1.0,39.0,60.0
"rumah nyaman di lokasi premium kediri, tabanan bali",700000000.0,"KEDIRI, TABANAN",10.0,3.0,2.0,1.0,60.0,60.0
rumah murah buc di tabanan bonus emas,1200000000.0,"TABANAN, TABANAN",5.0,3.0,2.0,2.0,250.0,173.0
rumah murah modern di tabanan bali,395000000.0,"TABANAN, TABANAN",10.0,2.0,2.0,1.0,55.0,60.0
rumah siap huni view sawah,450000000.0,"KEDIRI, TABANAN",4.0,2.0,1.0,1.0,40.0,80.0
rumah 2 lantai siap huni view sawah,690000000.0,"KEDIRI, TABANAN",8.0,3.0,2.0,2.0,80.0,70.0
dijual rumah di komplex perumahan anyelir residence. bongan tabanan,500000000.0,"JALAN ANYELIR. BONGAN, TABANAN",20.0,2.0,1.0,1.0,50.0,113.0
"rumah kekinian di bali ,dp 0% desain on request",395000000.0,"TABANAN, TABANAN",4.0,2.0,2.0,1.0,55.0,60.0
rumah murah tabanan,190000000.0,"JLN CEMPAKA KUNING DESA BATUAJI TENGAH KERAMBITAN, TABANAN",10.0,2.0,1.0,1.0,30.0,60.0
"dijual rumah lelang lt 80m2/lb 60m2 shm tabanan, bali.",400000000.0,"PERUMAHAN GRAHA LUHUR DAMAI, DESA PANDAK GEDE. KEDIRI, TABANAN",10.0,2.0,1.0,2.0,60.0,80.0
gria trisna asri pandak bandung di jual rumah second rasa baru full servis rmh th 2017,450000000.0,"KEDIRI, TABANAN",4.0,2.0,1.0,1.0,90.0,100.0
dijual rumah lokasi strategis di tabanan,750000000.0,"KEDIRI, TABANAN KEDIRI, TABANAN",20.0,3.0,2.0,1.0,100.0,168.0
rumah minimalis finishing 260 juta dekat canggu bali,260000000.0,"PANDAK BANDUNG, KEDIRI, TABANAN, BALI KEDIRI, TABANAN",10.0,2.0,1.0,1.0,30.0,60.0
"lihat rumah di bali dengan dp 0%, lokasi dekat tol jkb",395000000.0,"BATUAJI, TABANAN",4.0,2.0,2.0,1.0,55.0,60.0
id:c-485 sale jual rumah tabanan bali canggu tanah lot ciputra beach resort,1350000000.0,"KEDIRI, TABANAN",10.0,3.0,2.0,1.0,80.0,100.0
dijual rumah kerambitan tabanan,750000000.0,"KERAMBITAN TABANAN BALI INDONESIA KERAMBITAN, TABANAN",10.0,3.0,2.0,1.0,200.0,200.0
rumah elit murah di kedri tabanan bali,481000000.0,"KEDIRI, TABANAN",4.0,2.0,1.0,1.0,36.0,70.0
jelajahi rumah dengan harga terbaik di bali dengan dp 0%,435000000.0,"BATUAJI, TABANAN",8.0,3.0,2.0,2.0,65.0,60.0
"rumah milenial 2 kamar, tabanan bali",220000000.0,"JL. CEMPAKA KUNING, BATUAJI TENGAHZ KERAMBITAN, TABANAN",10.0,2.0,1.0,1.0,30.0,60.0
jadi hill residence sanggulan tabanan tahap 2-rumah dp 0%(s&k berlaku),295000000.0,"TABANAN, TABANAN",10.0,2.0,1.0,1.0,30.0,60.0
jual rumah tabanan bali,475000000.0,"INDONESIA, TABANAN, JALAN BYPASS KEDIRI TABANAN KEDIRI, TABANAN",8.0,2.0,2.0,2.0,45.0,60.0
for sale rumah minimalis 2lt view sawah/gunung tanah lot tabanan bali,750000000.0,"JL TANAH LOT TABANAN BALI TANAH LOT, TABANAN",10.0,2.0,2.0,2.0,150.0,100.0
perumahan bongan puseh berada di jl. kebo iwa tabanan,345000000.0,"JL. KEBO IWA TABANAN, BALI, INDONESIA TABANAN, TABANAN",10.0,2.0,1.0,1.0,40.0,70.0
rumah struktur lantai 2 hanya 350 juta,350000000.0,"PERUM PUSKOPAD, MANDUNG KERAMBITAN, TABANAN",20.0,2.0,1.0,2.0,70.0,115.0
rumah murah tabanan bali dijual buc,370000000.0,"INDONESIA, TABANAN, JALAN M H THAMRIN KEDIRI, TABANAN",10.0,2.0,1.0,1.0,40.0,70.0
perumahan cluster di pusat kota tabanan.,325000000.0,"TABANAN, TABANAN",10.0,2.0,1.0,1.0,32.0,60.0
"dijual rumah modern atap mila, new cluster asri nadhi, tabanan",280000000.0,"JL. CEMPAKA KUNING NO 8 BATUAJI, TABANAN",20.0,2.0,1.0,1.0,36.0,84.0
"dijual rumah di bali dengan dp 0%, lokasi dekat tol jkc",435000000.0,"TABANAN, TABANAN",8.0,3.0,2.0,2.0,65.0,60.0
"rumah bagus dalam perumahan di kerambitan, tabanan",475000000.0,"KERAMBITAN, TABANAN",20.0,2.0,1.0,1.0,45.0,90.0
jual rumah murah di kediri tabanan,450000000.0,"JALAN IMAM BONJOL, TABANAN 82171, INDONESIA KEDIRI, TABANAN",20.0,2.0,1.0,1.0,36.0,100.0
"dijual rumah di meliling, kerambitan, tabanan, bali",495000000.0,"MELILING, KERAMBITAN, TABANAN, BALI KERAMBITAN, TABANAN",4.0,2.0,1.0,1.0,65.0,96.0
rumah murah luas tanah 1 are di tabanan bali (harga all-in),685000000.0,"KEDIRI, TABANAN",4.0,2.0,1.0,1.0,65.0,100.0
perumahan cluster di pusat kota tabanan,310000000.0,"KEDIRI, TABANAN",10.0,2.0,1.0,1.0,32.0,60.0
rumah milenial 2 kamar,256000000.0,"KERAMBITAN, TABANAN",4.0,2.0,1.0,1.0,36.0,72.0
rumah siap huni,325000000.0,"SELEMADEG, TABANAN",4.0,2.0,1.0,1.0,50.0,60.0
rumah murah kawasan di tabanan bali,193000000.0,"PERUMAHAN NIRAVADHI RESIDENCE TABANAN, TABANAN",10.0,2.0,1.0,1.0,30.0,60.0
dijual rumah milenial terbaru lokasi di batuaji tabanan bali,198000000.0,"JL. CEMPAKA KUNING, SAMSAM KERAMBITAN, TABANAN",4.0,2.0,1.0,1.0,60.0,62.0
rumah murah tabanan minimalis view sawah,275000000.0,"PERUMAHAN KUBONTINGGUH KEDIRI, TABANAN",10.0,2.0,1.0,1.0,50.0,80.0
turun harga rumah minimalis kediri,365000000.0,"PATUNG SUKARNO KEDIRI, TABANAN",20.0,2.0,1.0,1.0,45.0,85.0
rumah murah bali dekat pantai,325000000.0,"TABANAN, TABANAN",10.0,2.0,1.0,1.0,36.0,60.0
rumah villa view sawah dan pohon kelapa di wanasari tabanan,1100000000.0,"WANASARI TABANAN BALI TABANAN, TABANAN",4.0,3.0,2.0,2.0,175.0,125.0
rumah murah view sawah,250000000.0,"JALAN YEH GANGGA GUBUG, TABANAN",10.0,2.0,1.0,1.0,32.0,60.0
jual rumah lantai 2 murah dikota tabanan,475000000.0,"KEDIRI, TABANAN",20.0,3.0,3.0,2.0,100.0,149.0
kamasan riverview tabanan-rumah dp 0%(s&k berlaku)-free pajak dan ajb,295000000.0,"TABANAN, TABANAN",10.0,2.0,1.0,1.0,30.0,60.0
hot rumah studio kediri tabanan bali,700000000.0,"KEDIRI, TABANAN",4.0,2.0,2.0,1.0,60.0,60.0
rumah modern luas 103m2 di kediri tabanan,450000000.0,"KEDIRI, TABANAN",20.0,3.0,1.0,1.0,50.0,103.0
dijual rumah di nyitdah tabanan,450000000.0,"NYITDAH, TABANAN",10.0,2.0,1.0,1.0,42.0,70.0
temukan rumah yang pernah ditawarkan di bali dengan dp 0%,395000000.0,"BATUAJI, TABANAN",4.0,2.0,2.0,1.0,55.0,60.0
rumah lantai 2 + toko dipinggir jalan raya jl kebo iwa kota tabanan,2000000000.0,"JALAN KEBO IWA BONGAN KOTA TABANAN BALI TABANAN, TABANAN",6.0,5.0,3.0,2.0,200.0,208.0
"perumahan murah, cocok untuk hunian keluarga di tabanan",500000000.0,"TABANAN SAMSAM, TABANAN",20.0,2.0,1.0,1.0,45.0,91.0
dijual murah rumah di tabanan rp 230 jt,230000000.0,"TABANAN, TABANAN",10.0,2.0,1.0,1.0,68.0,97.0
"jual rumah /villa di tabanan, bali",575000000.0,"TABANAN, TABANAN",4.0,2.0,2.0,1.0,72.0,103.0
rumah di jln ciung wanara kediri tabanan bali dekat patung soekarno,850000000.0,"JLN CIUNG WANARA KEDIRI TABANAN BALI KEDIRI, TABANAN",10.0,3.0,2.0,2.0,168.0,100.0
rumah nyaman rasa villa dekat canggu bali,800000000.0,"PANDAK BANDUNG KEL., KEDIRI, TABANAN, INDONESIA KEDIRI, TABANAN",20.0,3.0,2.0,1.0,70.0,140.0
balikubucom | ams-122.rm.bl.tbn-2 dijual rumah murah 2kamar di selemadeg tabanan,180000000.0,"JALAN DENPASAR GILIMANUK SELEMADEG, TABANAN",20.0,2.0,1.0,1.0,36.0,90.0
rumah murah subsidi dijual di tabanan bali,175000000.0,"MEGATI SELEMADEG, TABANAN",8.0,2.0,1.0,1.0,36.0,50.0
rumah dekat patung sukarno kediri,400000000.0,"150M DR PATUNG SUKARNO KEDIRI, TABANAN",10.0,2.0,1.0,1.0,70.0,100.0
rumah murah 750jt lantai 2 di br anyar kediri tabanan bali,750000000.0,"KEDIRI, TABANAN",8.0,3.0,2.0,2.0,168.0,100.0
rumah murah tanpa bi ceking,198000000.0,"BATUAJI TENGAH BATUAJI, TABANAN",10.0,2.0,1.0,1.0,30.0,60.0
murah rumah 2 lantai view sawah di tanah lot tabanan bali,650000000.0,"KEDIRI, TABANAN",6.0,2.0,2.0,2.0,150.0,113.0
rumah murah 2 kamar,195000000.0,"KERAMBITAN, TABANAN",10.0,2.0,1.0,1.0,30.0,60.0
rumah minimalis lingkungan asri,300000000.0,"TABANAN, TABANAN",4.0,2.0,1.0,1.0,65.0,67.0
"rumah murah, rumah di tabanan, rumah di kediri",700000000.0,"KEDIRI, TABANAN",8.0,3.0,2.0,2.0,120.0,100.0
dijual rumah 2kt style villa lingkungan nyaman view sawah di tabanan,750000000.0,"DESA BANTAS KERAMBITAN, TABANAN",20.0,2.0,2.0,1.0,100.0,140.0
dijual rumah minimalis di dekat canggu tanah lot tabanan bali,1350000000.0,"JL. RAYA TARUNA KEDIRI TABANAN BALI TABANAN, TABANAN",10.0,3.0,2.0,1.0,80.0,100.0
"rumah cantik, 2lantai, bagus dan terawat siap huni di tabanan bali",1000000000.0,"BELALANG, TABANAN",10.0,3.0,3.0,2.0,130.0,113.0
perumahan jadi hill residence,280000000.0,"TABANAN, TABANAN",10.0,2.0,1.0,1.0,30.0,60.0
perumahan graha candra asri tabanan,450000000.0,"GRAHA CANDRA ASRI KERAMBITAN, TABANAN",4.0,2.0,1.0,1.0,45.0,80.0
"jadi hill residence,tabanan,bali,rumah idaman,kpr dp 5%,promo 5 buyer pertama",270000000.0,"JL TUKAD YEH HO,SANGGULAN,TABANAN,BALI TABANAN, TABANAN",10.0,2.0,1.0,1.0,30.0,60.0
promo rumah baru kediri tabanan green boulevard residence,500000000.0,"JALAN BYPASS KEDIRI TABANAN, TABANAN, INDONESIA KEDIRI, TABANAN",10.0,2.0,1.0,1.0,60.0,80.0
rumah minimalis siap huni tabanan,350000000.0,"TABANAN, TABANAN",4.0,2.0,1.0,1.0,90.0,103.0
"dijual rumah minimalis type 36/100, murah",380000000.0,"JL GARUDA DS DAMUNG KEC KEDIRI TABANAN BALI KEDIRI, TABANAN",20.0,2.0,1.0,1.0,36.0,100.0
dijual rumah cantik di tabanan gratis surat-surat,250000000.0,"TABANAN, TABANAN",10.0,2.0,1.0,1.0,38.0,60.0
jual rumah subsidi tanpa dp 0% bali,325000000.0,"INDONESIA, 82171, TABANAN, JALAN TUKAD YEH HO KEDIRI, TABANAN",8.0,2.0,1.0,1.0,36.0,50.0
jual rumah murah tabanan kota by pass sukarno 250jt,250000000.0,"KEDIRI, TABANAN",4.0,2.0,1.0,1.0,50.0,63.0
rumah mewah luas tanah 100m² 3kamar tidur,585000000.0,"KEDIRI, TABANAN",4.0,3.0,2.0,1.0,60.0,100.0
rumah ala hotel turun harga termurah di kawasan tabanan,750000000.0,"KEDIRI, TABANAN",4.0,3.0,2.0,1.0,98.0,100.0
dijual rumah bangunan minimalist lokasi pusat kota tabanan,500000000.0,"KEDIRI, TABANAN",20.0,2.0,1.0,1.0,50.0,102.0
jual rumah baru tepi jalan akses mobil kediri tabanan,800000000.0,"BELALANG KEDIRI, TABANAN",10.0,3.0,1.0,1.0,98.0,100.0
rumah elite di belakang kfc tabanan bali,551000000.0,"KEDIRI, TABANAN",4.0,2.0,1.0,1.0,36.0,70.0
rumah minimalis 2 lantai lokasi strategis,800000000.0,"KEDIRI, TABANAN",8.0,3.0,3.0,2.0,150.0,84.0
dijual rumah nyaman di bali kpr tanpa dp lolasi sangat sentra,395000000.0,"TABANAN, TABANAN",4.0,2.0,2.0,1.0,55.0,60.0
rumah dalam cluster ternyaman & termurah di kota tabanan bali,395000000.0,"TABANAN TABANAN, TABANAN",10.0,3.0,2.0,2.0,60.0,55.0
rumah murah jual dp 40 jt tabanan bali,399000000.0,"KEDRKEDRI TABANAN, TABANAN",20.0,2.0,1.0,1.0,53.0,100.0
"rumah minimalis 2 lantai di perumahan elite griya loka kediri, tabanan",950000000.0,"KERAMBITAN, TABANAN",4.0,3.0,3.0,2.0,100.0,135.0
dijual rumah mewah dekat denpasar mengwi,310000000.0,"KUWUM, TABANAN",10.0,2.0,1.0,1.0,33.0,62.0
"dijual rumah subsidi marga, tabanan",168000000.0,"MARGA, TABANAN",10.0,2.0,1.0,1.0,30.0,60.0
balikubu | ams-037 jual rumah 2 kamar jl garuda kediri tabanan,380000000.0,"JL GARUDA KEDIRI TABANAN KEDIRI, TABANAN",20.0,2.0,1.0,1.0,36.0,100.0
rumah siap huni lokasi bebas banjir di mandung tabanan,265000000.0,MANDUNG V JALAN SEMBUNG GEDE MANDUNG KERAMBITAN TABANAN TABANAN,10.0,2.0,1.0,1.0,36.0,60.0
rumah second perum sastra loka jl. yeh gangga tabanan bali,325000000.0,"PERUM SASTRA LOKA JL. YEH GANGGA TABANAN BALI GUBUG, TABANAN",8.0,2.0,1.0,1.0,70.0,82.0
rumah modern minimalis di tabanan bali lokasi kawasan pariwisata murah,950000000.0,"BALI KEDIRI, TABANAN",10.0,3.0,2.0,1.0,80.0,100.0
rumah idaman anak muda di jl garuda ds demung kediri tabanan bali,380000000.0,"JL GARUDA DESA DEMUNG KAC KEDIRI KAB TABANAN BALI KEDIRI, TABANAN",20.0,2.0,1.0,1.0,36.0,100.0
rumah murah tabanan bali,326000000.0,"JLN CEMPAKA KUNING TABANAN BATUAJI, TABANAN",10.0,2.0,1.0,1.0,42.0,72.0
dijual rumah pusat kota tabanan,425000000.0,"TABANAN, TABANAN",20.0,2.0,1.0,1.0,45.0,91.0
id:c-495 sale rumah tabanan bali canggu tanah lot ciputra beach resort denpasar,390000000.0,"TABANAN, TABANAN",10.0,2.0,1.0,1.0,45.0,84.0
"new listing rumah 2 lantai , view sawah",850000000.0,"BONGAN, TABANAN",8.0,3.0,3.0,2.0,133.0,125.0
kapling rumah murah di tabanan,280000000.0,"KEDIRI, TABANAN",10.0,2.0,1.0,1.0,30.0,60.0
rumah minimalis nyaman dan aman view cantik di tabanan bali,395000000.0,"KERAMBITAN, TABANAN",10.0,2.0,2.0,1.0,55.0,60.0
do 023 for sale rumah di kawasan tabanan near canggu,390000000.0,"TABANAN, INDONESIA TABANAN, TABANAN",10.0,2.0,1.0,2.0,96.0,54.0
rumah lantai 1 di jl utama dekat lap debes tabanan bali,650000000.0,"TABANAN, TABANAN",20.0,3.0,1.0,1.0,120.0,175.0
•rumah modern cantik di krediri tabanan murah,800000000.0,"KEDIRI, TABANAN",4.0,1.0,1.0,1.0,98.0,100.0
"dijual murah rumah 2 lantai di kawasan kediri, kota tabanan - bali",1600000000.0,"KEDIRI, TABANAN",4.0,4.0,3.0,2.0,200.0,225.0
rumah murah 2 kamar pesiapan tabanan bali,350000000.0,"KEDIRI, TABANAN",10.0,2.0,1.0,1.0,40.0,60.0
